country,year,sex,age_group,population,population_density,median_age,fertility_rate,life_expectancy,net_migration,urban_population_percent,dependency_ratio,birth_rate,death_rate,population_growth_rate
Netherlands,2022,Female,45-64,4348997,243.33,41.8,1.95,77.0,-45323,77.8,59.5,7.4,12.6,-0.26
Netherlands,2022,Female,65+,2389783,364.19,45.8,1.29,82.8,-20866,79.5,57.2,10.44,8.23,-0.33
Netherlands,2022,Total,0-14,4922442,95.44,45.1,1.22,81.8,-6600,80.9,53.2,11.32,9.88,-0.4
Netherlands,2022,Total,15-29,4213546,74.56,42.6,1.99,76.6,44716,60.8,63.5,11.91,10.13,-1.07
Netherlands,2022,Total,30-44,1653057,429.19,43.5,1.62,78.6,44187,60.5,46.0,7.08,11.71,0.74
Netherlands,2022,Total,45-64,3211618,419.45,42.1,1.29,77.9,-9000,79.9,45.7,8.88,11.05,1.43
Netherlands,2022,Total,65+,140990,109.03,45.9,1.83,81.4,-42312,81.5,59.2,9.97,10.14,1.74
Netherlands,2023,Male,0-14,127049,309.63,35.2,1.56,81.9,-37207,81.2,61.6,8.08,13.68,1.21
Netherlands,2023,Male,15-29,53706,313.28,44.9,1.77,82.1,-16986,82.1,54.6,7.47,11.67,-0.01
Netherlands,2023,Male,30-44,1891333,494.03,46.4,1.72,82.6,35402,64.8,54.0,10.72,8.12,-1.38
Netherlands,2023,Male,45-64,4906819,346.22,36.4,1.26,78.5,-31873,76.6,60.1,10.2,9.96,-0.11
Netherlands,2023,Male,65+,1366395,281.28,36.2,1.34,82.7,-16538,70.1,52.7,7.77,9.41,0.2
Netherlands,2023,Female,0-14,425055,359.67,41.5,1.94,81.5,28777,62.8,57.4,8.73,11.77,-1.47
Netherlands,2023,Female,15-29,646098,110.14,42.9,1.84,76.5,27059,80.8,45.7,9.64,11.92,1.54
Netherlands,2023,Female,30-44,1642410,282.76,35.6,1.98,76.5,11822,79.9,59.7,10.69,8.66,2.04
Netherlands,2023,Female,45-64,4030283,477.69,41.1,1.6,77.2,-36693,67.0,50.8,9.14,10.08,0.03
Netherlands,2023,Female,65+,4601020,499.86,38.9,1.96,82.9,-4684,85.4,48.2,7.69,11.69,1.53
Netherlands,2023,Total,0-14,3666597,378.33,37.5,1.96,78.8,43728,76.3,62.3,11.84,12.49,-1.48
Netherlands,2023,Total,15-29,1407178,65.85,36.2,1.54,78.0,-19942,86.8,54.1,7.22,12.58,1.75
Netherlands,2023,Total,30-44,4603666,179.28,40.3,1.75,79.4,49675,62.8,58.5,8.07,8.38,1.15
Netherlands,2023,Total,45-64,1417960,380.34,35.9,1.26,76.4,38252,85.2,52.4,8.51,10.95,1.03
Netherlands,2023,Total,65+,4485638,223.94,45.5,1.59,82.7,21449,69.2,49.5,9.35,13.54,-0.31
Netherlands,2024,Male,0-14,1809373,55.22,36.0,1.83,76.7,-46542,82.1,58.4,11.07,9.05,2.28
Netherlands,2024,Male,15-29,1251500,370.48,43.3,1.82,82.9,-38817,67.1,46.7,9.5,13.34,1.89
Netherlands,2024,Male,30-44,3096461,154.06,39.2,1.33,78.4,40170,63.4,50.3,9.58,13.11,-0.76
Netherlands,2024,Male,45-64,3863234,60.17,42.0,1.55,75.9,-3864,86.9,56.7,11.52,10.46,2.42
Netherlands,2024,Male,65+,2816199,216.7,46.8,2.09,80.4,-14906,82.9,61.4,8.5,12.22,-0.62
Netherlands,2024,Female,0-14,2570071,276.06,46.8,1.55,83.6,-24241,74.8,45.2,11.78,10.99,1.85
Netherlands,2024,Female,15-29,3188081,77.8,42.4,2.1,75.3,32688,67.1,52.9,8.86,13.39,0.52
Netherlands,2024,Female,30-44,518396,414.47,35.6,1.28,75.2,29535,75.8,62.5,9.49,9.33,1.72
Netherlands,2024,Female,45-64,663773,346.44,38.2,2.07,77.8,-45295,61.1,54.9,8.08,8.06,-0.32
Netherlands,2024,Female,65+,3506809,337.69,43.2,2.07,78.3,-41172,75.6,54.0,10.96,13.42,-1.15
Netherlands,2024,Total,0-14,3813927,121.97,36.1,2.05,81.7,-10448,60.4,63.4,8.76,8.25,0.15
Netherlands,2024,Total,15-29,1900103,216.3,35.5,1.4,83.1,23715,66.1,53.4,7.18,10.54,-1.23
Netherlands,2024,Total,30-44,271554,179.59,42.2,1.81,79.5,25558,81.2,58.4,7.61,9.43,2.29
Netherlands,2024,Total,45-64,3670335,42.14,35.8,1.9,81.8,43830,77.8,47.8,9.6,9.52,2.49
Netherlands,2024,Total,65+,1587240,138.42,42.5,1.66,75.2,21180,89.5,64.3,8.36,10.32,1.51
Poland,2015,Male,0-14,4066701,458.03,42.8,1.63,78.4,34240,83.8,50.1,9.04,13.17,-0.07
Poland,2015,Male,15-29,4335500,206.79,45.2,1.72,77.8,2604,60.6,61.3,7.57,10.78,0.82
Poland,2015,Male,30-44,1887925,351.51,42.6,1.89,83.5,47057,84.8,62.8,9.9,9.88,-0.85
Poland,2015,Male,45-64,2421903,283.79,37.4,2.06,83.1,39737,76.9,60.8,8.23,11.14,0.12
Poland,2015,Male,65+,4091788,318.93,46.9,1.53,80.0,-31361,74.4,63.4,7.37,13.74,-0.63
Poland,2015,Female,0-14,1374880,336.88,39.6,1.68,80.9,-1395,60.3,45.7,11.93,10.75,2.24
Poland,2015,Female,15-29,4201590,205.3,36.8,2.08,80.3,-31413,88.6,51.0,11.28,11.04,2.33
Poland,2015,Female,30-44,4414322,78.78,41.3,1.82,82.1,24936,84.1,59.5,10.1,10.5,1.67
Poland,2015,Female,45-64,4184793,274.08,38.6,1.44,82.0,25110,75.1,60.6,7.94,11.29,1.04
Poland,2015,Female,65+,1895922,413.23,36.0,1.42,80.0,-41123,69.1,46.9,8.56,12.63,2.01
Poland,2015,Total,0-14,3461372,294.93,45.7,1.3,81.4,2995,70.7,45.4,9.2,9.34,-1.38
Poland,2015,Total,15-29,650573,123.87,35.1,1.88,76.4,1984,89.7,55.9,10.23,13.52,-0.0
Poland,2015,Total,30-44,2338451,280.11,44.6,1.91,81.3,-20183,85.6,46.5,11.5,13.7,2.46
Poland,2015,Total,45-64,3986041,379.66,39.8,1.32,81.1,38979,69.5,51.5,11.59,8.08,-0.72
Poland,2015,Total,65+,295971,118.38,43.7,1.68,83.8,-25491,63.6,55.4,10.63,11.82,0.29
Poland,2016,Male,0-14,1051021,85.3,40.1,1.36,82.0,15539,71.7,55.2,11.77,11.21,2.48
Poland,2016,Male,15-29,4124457,435.25,41.0,1.22,83.8,40373,75.4,52.6,11.85,12.84,2.22
Poland,2016,Male,30-44,3427223,145.92,44.4,1.54,75.1,35656,66.8,58.7,7.97,13.05,-0.43
Poland,2016,Male,45-64,1983281,437.28,38.8,1.87,80.9,18628,70.0,62.7,7.37,12.98,-0.83
Poland,2016,Male,65+,3000793,155.66,39.1,1.22,82.7,-42692,61.0,54.2,8.93,10.04,-0.17
Poland,2016,Female,0-14,2118057,370.95,44.2,2.01,80.4,-42010,72.6,51.1,7.47,8.69,-0.31
Poland,2016,Female,15-29,2731100,93.27,43.9,1.46,83.0,11248,84.2,64.1,8.28,13.14,1.59
Poland,2016,Female,30-44,715357,477.2,45.1,1.95,83.8,23227,84.6,65.0,7.99,9.25,1.74
Poland,2016,Female,45-64,1375562,465.09,37.1,1.96,78.8,45330,61.1,51.3,8.09,12.27,0.3
Poland,2016,Female,65+,2848494,254.9,41.5,1.96,78.9,-19034,87.5,64.0,8.36,13.48,1.45
Poland,2016,Total,0-14,965309,316.83,35.3,1.84,81.6,-44189,67.4,60.7,10.45,13.25,0.11
Poland,2016,Total,15-29,1994920,74.8,37.2,1.8,79.3,-49748,86.7,57.8,7.03,12.2,-0.55
Poland,2016,Total,30-44,2311384,325.26,35.6,2.09,76.4,40213,75.3,63.7,10.65,11.03,0.87
Poland,2016,Total,45-64,1346116,77.87,38.9,1.57,77.5,-1805,72.2,52.3,9.63,11.63,0.37
Poland,2016,Total,65+,753469,177.73,39.4,1.64,81.1,-10135,88.0,57.5,11.55,8.03,2.06
Poland,2017,Male,0-14,3294680,275.76,37.2,1.49,82.4,-20553,83.6,60.8,8.5,8.42,2.46
Poland,2017,Male,15-29,3180510,272.6,43.2,1.35,77.5,22661,79.7,54.9,10.98,10.89,2.03
Poland,2017,Male,30-44,1088269,295.95,35.0,2.08,77.7,13486,75.4,47.4,8.4,12.12,-1.19
Poland,2017,Male,45-64,1120311,491.74,35.1,1.25,82.5,-25946,87.8,46.8,9.07,13.52,-0.69
Poland,2017,Male,65+,766969,252.65,35.0,1.72,78.0,22220,68.5,55.8,9.42,10.89,-1.15
Poland,2017,Female,0-14,4218544,66.16,37.8,1.48,81.9,-14892,87.3,60.2,7.54,12.21,-1.42
Poland,2017,Female,15-29,1833796,125.03,41.6,1.7,75.7,-44659,73.8,51.4,8.39,9.35,-1.48
Poland,2017,Female,30-44,1011091,166.99,37.0,1.82,79.8,-3730,64.1,49.5,11.5,12.19,-0.74
Poland,2017,Female,45-64,1224659,320.59,39.6,1.8,75.8,-1183,86.7,61.9,9.01,8.18,0.29
Poland,2017,Female,65+,719763,313.68,40.8,1.58,81.8,-39532,74.3,45.1,9.98,11.92,1.81
Poland,2017,Total,0-14,858422,476.53,43.4,1.29,75.8,-49392,86.5,55.2,11.39,10.04,1.11
Poland,2017,Total,15-29,135105,321.19,43.9,1.52,84.0,36422,69.3,48.5,10.1,12.68,0.55
Poland,2017,Total,30-44,2417383,304.11,41.7,1.69,76.1,34580,84.4,51.3,9.22,10.96,1.95
Poland,2017,Total,45-64,3861647,77.1,45.4,1.95,81.8,-22691,82.7,54.6,10.68,13.28,2.06
Poland,2017,Total,65+,4737935,433.89,36.2,1.29,79.9,34477,80.9,45.2,11.1,13.29,2.42
Poland,2018,Male,0-14,1228844,207.8,46.9,1.8,82.3,34391,83.1,57.7,11.13,9.06,-0.01
Poland,2018,Male,15-29,418549,307.4,42.6,1.51,78.9,42874,68.6,52.1,10.07,10.12,0.65
Poland,2018,Male,30-44,3152681,33.74,37.7,1.92,83.1,11027,89.2,46.0,7.41,12.21,1.33
Poland,2018,Male,45-64,560949,332.09,35.4,2.06,81.3,-47461,64.7,56.4,10.17,12.99,2.11
Poland,2018,Male,65+,552385,426.72,41.5,1.62,81.3,14574,67.6,61.8,11.76,10.49,2.38
Poland,2018,Female,0-14,3970511,225.44,44.6,1.47,77.4,48873,75.6,55.7,10.85,11.11,0.92
Poland,2018,Female,15-29,2547523,223.1,43.5,2.02,82.6,-37763,65.6,59.1,7.17,8.69,1.6
Poland,2018,Female,30-44,2210413,47.95,42.1,1.98,75.2,15882,72.6,47.3,11.19,10.05,-0.96
Poland,2018,Female,45-64,1554683,301.7,40.7,1.97,77.5,40858,67.1,55.7,11.77,9.72,0.45
Poland,2018,Female,65+,3100914,451.78,35.9,1.71,82.6,33464,65.7,60.5,8.65,13.59,0.55
Poland,2018,Total,0-14,4879776,319.47,41.7,1.81,82.3,-20921,87.6,59.1,10.18,11.19,-0.77
Poland,2018,Total,15-29,2553016,70.48,44.6,1.55,75.7,28601,75.8,45.7,7.29,8.68,-0.89
Poland,2018,Total,30-44,2504264,191.91,38.5,1.25,80.7,-36545,74.9,47.1,7.51,10.5,-1.37
Poland,2018,Total,45-64,4680439,193.8,44.8,1.3,78.7,44899,85.7,59.1,11.09,11.86,0.53
Poland,2018,Total,65+,1216513,111.7,35.9,1.58,77.0,-4650,87.0,47.2,9.78,10.81,1.23
Poland,2019,Male,0-14,3021418,219.13,46.5,1.96,80.3,38035,73.0,59.0,7.59,10.44,-0.73
Poland,2019,Male,15-29,1133892,252.9,46.7,1.57,77.0,-24937,74.7,54.1,10.94,9.61,-1.12
Poland,2019,Male,30-44,2576491,477.72,41.0,1.43,81.8,-39663,84.5,46.1,8.66,8.57,-1.16
Poland,2019,Male,45-64,850706,392.39,41.7,1.73,78.0,-38588,80.5,45.0,8.64,9.31,0.05
Poland,2019,Male,65+,3147336,214.03,40.6,2.03,78.2,38765,84.0,53.6,11.32,8.0,0.92
Poland,2019,Female,0-14,227682,213.61,44.8,1.23,77.7,36761,85.4,47.0,10.33,13.89,-1.41
Poland,2019,Female,15-29,4561645,427.71,45.8,1.4,75.5,47156,73.8,62.3,7.61,10.55,-0.27
Poland,2019,Female,30-44,2823676,448.4,36.1,1.83,83.3,-42906,86.2,61.6,10.83,8.24,0.57
Poland,2019,Female,45-64,150408,266.13,41.3,1.41,81.1,15945,71.7,52.4,10.36,8.54,-0.68
Poland,2019,Female,65+,4904256,80.96,37.5,1.75,81.6,14932,74.3,46.0,11.8,9.01,1.17
Poland,2019,Total,0-14,3405415,181.59,40.7,1.47,81.6,-47545,78.4,57.3,10.63,8.07,1.77
Poland,2019,Total,15-29,1895594,194.96,42.6,1.82,78.6,25450,63.5,46.7,10.91,8.94,-0.81
Poland,2019,Total,30-44,3679276,43.18,46.6,1.21,78.2,24200,78.1,64.4,8.11,9.29,-1.27
Poland,2019,Total,45-64,3744098,288.05,36.3,1.53,76.6,40583,88.5,58.7,7.04,9.52,-1.46
Poland,2019,Total,65+,156298,370.05,43.9,1.56,80.3,-49181,84.1,59.1,8.22,11.18,0.72
Poland,2020,Male,0-14,306928,212.7,43.6,1.76,80.5,13371,87.5,58.7,10.45,11.43,1.26
Poland,2020,Male,15-29,1745282,233.52,39.9,1.31,80.6,-31106,87.1,45.1,8.49,8.8,0.32
Poland,2020,Male,30-44,241852,130.87,40.9,1.67,78.1,24185,87.1,49.2,11.18,8.79,-0.59
Poland,2020,Male,45-64,3781491,438.83,45.4,1.69,83.2,32159,65.2,60.3,10.61,8.64,-0.18
Poland,2020,Male,65+,2422908,40.88,37.1,1.38,76.5,-40383,74.3,46.6,7.71,12.47,-0.19
Poland,2020,Female,0-14,1036813,390.31,44.0,1.35,75.9,-18031,82.2,48.0,8.86,13.22,2.28
Poland,2020,Female,15-29,4107722,344.04,35.1,1.98,78.6,-46466,74.8,56.7,7.61,13.34,0.98
Poland,2020,Female,30-44,4133989,60.67,41.2,1.58,79.1,28038,75.5,55.2,8.13,12.2,-1.38
Poland,2020,Female,45-64,4536226,244.87,43.3,1.63,83.8,-39441,89.5,46.3,10.42,10.73,1.79
Poland,2020,Female,65+,2427558,438.76,43.0,1.7,82.4,39653,60.8,49.4,9.4,12.45,-0.63
Poland,2020,Total,0-14,2049154,312.41,43.3,1.71,82.0,-29122,67.6,63.2,9.69,13.82,-1.19
Poland,2020,Total,15-29,3863360,301.74,44.5,1.68,78.7,24789,87.3,47.3,10.73,12.21,-0.98
Poland,2020,Total,30-44,4304948,409.65,42.8,1.96,77.6,-45833,66.9,55.3,10.41,8.78,2.23
Poland,2020,Total,45-64,3780988,312.91,46.7,2.06,77.0,-27874,87.5,50.0,8.81,9.39,1.78
Poland,2020,Total,65+,777899,192.92,42.2,1.56,75.6,43317,70.1,53.9,7.84,13.19,-0.33
Poland,2021,Male,0-14,1303245,428.15,44.2,1.27,81.9,42777,77.3,52.4,10.97,12.39,-0.76
Poland,2021,Male,15-29,819587,102.06,37.7,1.46,76.1,21799,63.5,46.2,11.27,13.35,-0.13
Poland,2021,Male,30-44,521682,223.84,43.5,1.67,75.1,42798,65.1,56.6,11.45,8.14,1.19
Poland,2021,Male,45-64,2810408,267.69,35.9,1.41,82.0,-28909,66.4,62.3,7.98,13.15,0.32
Poland,2021,Male,65+,4779279,342.95,40.8,1.21,76.0,8843,70.7,58.3,7.48,11.73,-0.65
Poland,2021,Female,0-14,257459,276.48,38.7,1.57,75.2,-9928,61.7,54.9,8.58,8.03,-0.77
Poland,2021,Female,15-29,159573,326.64,40.0,1.55,76.1,-49831,84.4,49.8,8.55,8.27,0.14
Poland,2021,Female,30-44,4406275,209.89,42.7,1.28,79.1,-30204,81.5,55.9,9.67,8.26,2.33
Poland,2021,Female,45-64,1953900,379.59,45.1,1.8,78.8,-979,75.6,49.2,10.48,11.27,-1.43
Poland,2021,Female,65+,4909428,417.7,39.3,1.5,75.1,-29285,87.9,54.3,8.91,12.24,-0.23
Poland,2021,Total,0-14,4480410,375.59,46.7,1.3,77.5,-13812,85.6,53.1,7.4,11.89,-0.31
Poland,2021,Total,15-29,3774102,269.89,40.8,1.67,82.4,28576,73.7,56.7,10.86,10.26,-0.86
Poland,2021,Total,30-44,2882249,206.27,41.3,1.45,75.1,35532,64.1,55.1,7.46,13.77,-0.64
Poland,2021,Total,45-64,754159,483.58,40.8,1.7,82.4,17713,65.5,53.0,11.65,8.88,-0.66
Poland,2021,Total,65+,1207143,277.7,43.5,1.54,79.8,43802,75.7,55.7,7.21,13.72,1.73
Poland,2022,Male,0-14,564650,426.73,43.0,1.34,77.2,3176,70.5,54.9,7.16,9.61,0.88
Poland,2022,Male,15-29,1314539,439.15,46.2,1.6,79.8,-7368,77.3,51.5,9.88,9.02,-1.41
Poland,2022,Male,30-44,3966518,304.53,42.5,1.35,81.9,-9902,73.8,45.2,10.15,12.05,0.59
Poland,2022,Male,45-64,4686601,182.08,36.8,1.8,77.2,23353,77.8,63.7,9.33,10.33,2.07
Poland,2022,Male,65+,3192635,366.67,40.1,1.37,75.7,-5994,61.2,55.3,8.46,11.49,1.4
Poland,2022,Female,0-14,3120732,333.23,45.4,1.4,80.7,-8609,85.2,48.4,7.14,13.83,2.42
Poland,2022,Female,15-29,3968941,333.58,42.8,2.05,77.7,38214,66.1,49.4,10.79,12.52,-1.26
Poland,2022,Female,30-44,1049084,100.54,42.2,1.54,79.1,396,89.9,60.6,10.33,10.35,-1.23
Poland,2022,Female,45-64,3800077,364.75,42.5,1.65,78.8,6425,82.6,53.0,7.75,10.77,2.3
Poland,2022,Female,65+,3242783,338.35,41.6,1.47,75.7,-20500,67.6,50.2,9.85,10.46,-1.18
Poland,2022,Total,0-14,1232001,186.54,45.5,1.56,82.8,-4752,62.0,57.8,9.16,10.47,0.89
Poland,2022,Total,15-29,3397114,128.9,44.6,2.05,77.1,35625,81.4,61.3,12.0,9.64,0.73
Poland,2022,Total,30-44,4075595,185.49,35.5,1.39,79.6,-42279,72.2,49.2,10.46,9.47,2.27
Poland,2022,Total,45-64,1894755,265.87,38.8,1.44,75.8,-42662,83.6,62.0,7.51,13.54,1.0
Poland,2022,Total,65+,380307,173.4,40.4,1.63,82.5,936,80.9,53.2,7.76,13.88,2.1
Poland,2023,Male,0-14,4197179,68.38,38.8,1.59,79.5,-40187,87.0,62.6,10.74,13.56,0.71
Poland,2023,Male,15-29,1667972,87.53,36.7,1.67,78.5,45143,79.1,59.4,10.12,11.09,-0.3
Poland,2023,Male,30-44,1019674,204.62,38.4,1.9,76.9,32392,79.9,64.0,9.91,10.77,1.67
Poland,2023,Male,45-64,3425931,255.46,41.9,1.37,80.5,-21060,62.3,49.0,8.68,12.78,-0.77
Poland,2023,Male,65+,4075460,231.74,42.0,1.58,79.0,-45739,68.6,47.7,7.78,13.81,1.19
Poland,2023,Female,0-14,703450,94.29,40.8,1.39,82.2,-26591,65.1,45.6,9.6,13.66,1.86
Poland,2023,Female,15-29,4674265,204.35,41.1,1.96,76.3,-28815,70.5,59.1,7.09,12.02,-1.09
Poland,2023,Female,30-44,1401299,337.6,36.3,2.01,78.1,36450,81.2,51.5,7.18,9.38,-0.55
Poland,2023,Female,45-64,493919,256.24,45.0,1.86,78.1,-24563,66.8,56.2,11.41,10.79,0.52
Poland,2023,Female,65+,1861362,227.61,39.6,1.52,83.0,-25171,79.0,48.4,7.76,8.98,1.17
Poland,2023,Total,0-14,1437575,337.48,45.6,1.33,76.1,48059,69.8,61.9,8.72,13.21,-0.28
Poland,2023,Total,15-29,219258,435.11,42.8,1.31,80.2,5653,80.1,64.8,7.08,10.47,1.93
Poland,2023,Total,30-44,2105817,489.67,38.8,1.52,80.4,46624,66.4,58.2,8.67,11.92,0.03
Poland,2023,Total,45-64,4306957,65.96,43.9,1.27,78.5,31241,81.4,56.6,9.86,8.54,-0.8
Poland,2023,Total,65+,1871378,415.38,43.2,1.61,77.2,3694,62.9,56.8,8.74,9.53,1.39
Poland,2024,Male,0-14,157620,329.44,40.3,1.84,82.4,-45040,85.5,53.4,10.95,13.1,0.34
Poland,2024,Male,15-29,1682155,314.35,42.3,1.9,82.4,-17232,88.7,55.0,8.53,13.93,2.01
Poland,2024,Male,30-44,4389364,237.76,44.8,2.04,77.1,-42161,88.9,51.3,8.77,10.3,1.79
Poland,2024,Male,45-64,608461,393.42,43.7,1.89,78.9,-14554,66.6,57.4,9.74,12.46,1.28
Poland,2024,Male,65+,1306744,294.94,41.3,1.5,77.3,-22446,77.3,49.9,11.61,11.34,0.61
Poland,2024,Female,0-14,443035,366.56,39.5,1.47,82.8,184,65.9,60.0,8.68,9.27,-1.39
Poland,2024,Female,15-29,1252378,249.63,36.9,1.88,83.0,9657,72.7,47.5,10.37,9.25,0.54
Poland,2024,Female,30-44,1201450,467.89,37.7,1.58,83.6,42144,79.3,51.3,7.55,11.77,2.16
Poland,2024,Female,45-64,4485552,324.3,42.3,1.57,80.5,-6079,63.6,58.1,11.76,10.88,1.43
Poland,2024,Female,65+,1452963,130.3,38.0,1.78,81.9,35928,75.1,64.1,7.5,10.28,0.56
Poland,2024,Total,0-14,1003982,354.42,46.2,1.86,77.7,17310,63.9,49.4,8.2,8.23,0.02
Poland,2024,Total,15-29,4940776,373.18,45.1,1.7,81.5,31914,64.1,64.6,7.07,9.95,-1.36
Poland,2024,Total,30-44,726765,264.42,44.3,1.87,76.9,-8687,74.9,58.4,7.74,10.98,0.33
Poland,2024,Total,45-64,4415882,337.6,45.3,1.78,82.9,10126,72.4,52.3,7.86,10.86,0.05
Poland,2024,Total,65+,2553896,467.65,41.8,2.09,82.1,18407,71.6,50.2,9.99,13.27,1.4
Portugal,2015,Male,0-14,4252308,384.0,43.3,2.02,77.4,28351,89.6,47.8,7.29,9.65,-1.42
Portugal,2015,Male,15-29,4219558,478.89,35.6,2.0,79.2,-20187,64.6,51.4,10.08,13.83,0.73
Portugal,2015,Male,30-44,508589,111.07,37.1,1.63,82.8,13672,65.1,54.0,11.97,9.83,-0.42
Portugal,2015,Male,45-64,3564984,87.91,39.2,1.28,83.6,-14775,88.0,47.2,9.79,8.58,0.79
Portugal,2015,Male,65+,2315432,270.14,43.7,1.41,79.5,-24911,84.5,60.5,7.74,8.45,1.8
Portugal,2015,Female,0-14,1222125,337.41,43.8,1.9,81.6,-2717,75.1,55.2,8.8,13.03,-1.16
Portugal,2015,Female,15-29,4873427,467.42,38.5,1.59,76.7,45477,78.3,62.5,9.97,11.34,1.7
Portugal,2015,Female,30-44,3451861,197.67,45.9,1.54,79.4,-36900,85.0,57.1,11.97,9.09,-0.8
Portugal,2015,Female,45-64,3407545,494.99,39.2,1.89,75.5,4005,60.4,60.6,7.99,12.37,-1.44
Portugal,2015,Female,65+,3056854,103.02,41.6,1.32,78.6,4694,82.7,57.8,11.69,13.53,1.4
Portugal,2015,Total,0-14,4578995,185.64,44.0,1.53,83.9,-8941,70.5,56.5,10.6,10.44,-0.93
Portugal,2015,Total,15-29,1908844,284.03,45.9,1.21,76.5,22496,71.3,62.8,11.32,10.03,-1.11
Portugal,2015,Total,30-44,3506510,351.95,43.4,1.91,83.3,-15021,65.4,64.4,8.47,11.8,-1.22
Portugal,2015,Total,45-64,3640814,133.29,35.1,1.66,81.5,16349,71.7,59.5,10.36,12.8,1.97
Portugal,2015,Total,65+,4126613,240.59,38.7,1.65,79.8,-36543,63.9,56.9,9.91,12.8,-0.7
Portugal,2016,Male,0-14,1621871,75.7,38.5,1.59,83.7,37423,64.2,48.3,8.18,10.41,-0.16
Portugal,2016,Male,15-29,1421401,304.06,39.1,1.97,83.9,-23529,89.4,45.7,8.08,9.71,2.03
Portugal,2016,Male,30-44,3917133,376.37,39.2,1.53,79.1,-24113,79.6,63.7,10.77,9.67,1.37
Portugal,2016,Male,45-64,2452823,82.44,43.6,1.36,76.0,-40388,88.1,48.9,9.5,13.96,1.23
Portugal,2016,Male,65+,4761206,478.17,41.1,1.33,78.5,30379,67.8,63.3,10.34,13.52,0.28
Portugal,2016,Female,0-14,4689505,361.69,42.0,1.24,82.2,44035,70.0,48.2,7.04,9.71,2.06
Portugal,2016,Female,15-29,3512570,383.5,43.7,1.46,80.7,-1674,85.0,46.1,7.19,8.61,-0.69
Portugal,2016,Female,30-44,2309095,212.76,38.8,1.29,80.3,25179,61.6,63.2,11.35,9.25,-1.21
Portugal,2016,Female,45-64,334734,493.03,45.5,1.51,79.9,-19383,80.6,58.8,10.95,8.15,2.27
Portugal,2016,Female,65+,3695641,253.8,46.0,1.64,75.6,46598,78.8,48.5,10.66,9.83,0.45
Portugal,2016,Total,0-14,2378458,81.76,43.2,1.57,80.3,-27031,78.3,58.5,7.35,12.95,1.95
Portugal,2016,Total,15-29,4577105,480.7,37.5,1.68,81.6,49642,64.7,64.7,11.53,13.78,1.91
Portugal,2016,Total,30-44,3125633,369.42,41.7,1.31,80.5,15046,76.9,64.9,7.52,12.83,-0.41
Portugal,2016,Total,45-64,2004779,417.31,36.9,1.38,76.6,6941,63.6,63.4,11.14,10.32,-0.11
Portugal,2016,Total,65+,2740272,77.45,42.7,1.85,81.4,-9438,65.1,51.3,11.22,13.39,-0.38
Portugal,2017,Male,0-14,3833600,434.09,39.5,1.5,78.1,20823,76.9,55.7,8.75,12.97,0.66
Portugal,2017,Male,15-29,3541383,94.31,46.8,1.22,83.4,-2464,63.0,51.5,9.52,13.96,0.24
Portugal,2017,Male,30-44,1354581,356.72,37.2,2.04,79.8,-1752,61.6,56.6,12.0,12.71,-1.02
Portugal,2017,Male,45-64,4704879,102.63,45.4,2.06,80.1,35340,88.1,50.2,8.89,12.77,1.26
Portugal,2017,Male,65+,4526741,275.19,36.3,1.92,80.1,-14983,78.5,58.5,9.19,8.28,1.04
Portugal,2017,Female,0-14,4638656,96.61,41.2,1.51,79.2,-23775,63.3,62.2,7.54,8.83,-0.52
Portugal,2017,Female,15-29,1754169,247.69,43.4,1.91,83.4,17330,76.5,56.2,7.11,13.19,-1.39
Portugal,2017,Female,30-44,3355431,76.33,38.4,1.33,76.2,18823,70.6,52.9,11.58,11.95,-1.34
Portugal,2017,Female,45-64,4939216,434.1,42.6,1.22,76.6,817,69.4,52.5,8.65,8.05,2.32
Portugal,2017,Female,65+,1441592,391.97,39.1,1.59,83.1,-20008,63.0,53.8,7.11,12.63,1.06
Portugal,2017,Total,0-14,2111190,465.88,37.5,1.28,79.9,-18924,81.5,55.7,9.46,13.82,1.78
Portugal,2017,Total,15-29,123415,121.75,44.8,1.87,83.9,26093,81.5,64.6,9.31,12.4,2.4
Portugal,2017,Total,30-44,2669468,299.96,42.4,1.71,82.2,48391,63.9,59.2,7.2,13.43,0.57
Portugal,2017,Total,45-64,2827629,149.11,37.2,1.42,77.1,47350,83.6,62.1,10.67,11.86,0.61
Portugal,2017,Total,65+,1273352,312.7,41.6,1.42,81.9,293,68.8,46.1,9.52,9.09,-0.86
Portugal,2018,Male,0-14,4868267,200.04,45.4,1.71,82.7,16934,86.7,57.8,9.83,11.42,0.49
Portugal,2018,Male,15-29,4086313,337.3,37.8,1.4,81.7,9989,60.3,62.4,7.6,12.33,0.17
Portugal,2018,Male,30-44,4963287,325.25,37.0,1.66,77.5,1703,82.0,63.2,10.93,12.04,-0.35
Portugal,2018,Male,45-64,429993,477.91,41.2,1.36,76.0,-36872,61.2,64.5,11.98,8.9,0.21
Portugal,2018,Male,65+,2188454,96.65,42.2,2.06,83.8,-32111,68.7,53.7,8.8,12.64,-0.47
Portugal,2018,Female,0-14,4642667,136.05,39.3,1.6,77.6,13628,73.6,49.5,11.93,10.85,0.63
Portugal,2018,Female,15-29,233714,271.64,38.1,1.38,77.5,6098,82.6,62.4,11.93,10.01,-0.08
Portugal,2018,Female,30-44,4808356,400.86,36.7,1.44,77.7,45204,84.1,51.8,10.34,11.04,2.12
